,state_code,state_name,county_code,county_name,aqi,state_code_int,county_code_int
0,4,Arizona,13,Maricopa,18.0,4,13
1,4,Arizona,13,Maricopa,9.0,4,13
2,4,Arizona,19,Pima,20.0,4,19
17,8,Colorado,41,El Paso,9.0,8,41
18,12,Florida,31,Duval,15.0,12,31
19,12,Florida,31,Duval,13.0,12,31
20,12,Florida,57,Hillsborough,19.0,12,57
21,15,Hawaii,3,Honolulu,10.0,15,3
22,17,Illinois,167,Sangamon,20.0,17,167
23,18,Indiana,97,Marion,32.0,18,97
24,21,Kentucky,101,Henderson,8.0,21,101
25,21,Kentucky,111,Jefferson,6.0,21,111
26,21,Kentucky,145,McCracken,13.0,21,145
27,21,Kentucky,145,McCracken,13.0,21,145
28,22,Louisiana,33,East Baton Rouge,5.0,22,33
29,24,Maryland,510,Baltimore (City),33.0,24,510
30,25,Massachusetts,25,Suffolk,13.0,25,25
31,26,Michigan,163,Wayne,19.0,26,163
32,27,Minnesota,137,Saint Louis,16.0,27,137
33,29,Missouri,189,Saint Louis,10.0,29,189
34,34,New Jersey,3,Bergen,41.0,34,3
35,34,New Jersey,23,Middlesex,17.0,34,23
36,35,New Mexico,1,Bernalillo,11.0,35,1
37,35,New Mexico,45,San Juan,6.0,35,45
38,36,New York,61,New York,13.0,36,61
39,36,New York,61,New York,24.0,36,61
40,36,New York,63,Niagara,13.0,36,63
41,37,North Carolina,119,Mecklenburg,28.0,37,119
42,39,Ohio,49,Franklin,10.0,39,49
43,39,Ohio,61,Hamilton,17.0,39,61
44,40,Oklahoma,109,Oklahoma,14.0,40,109
45,41,Oregon,35,Klamath,31.0,41,35
46,41,Oregon,51,Multnomah,28.0,41,51
49,47,Tennessee,157,Shelby,38.0,47,157
51,49,Utah,35,Salt Lake,19.0,49,35
52,50,Vermont,7,Chittenden,18.0,50,7
53,50,Vermont,7,Chittenden,20.0,50,7
54,51,Virginia,59,Fairfax,39.0,51,59
55,51,Virginia,710,Norfolk City,15.0,51,710
56,51,Virginia,760,Richmond City,17.0,51,760
57,53,Washington,33,King,55.0,53,33
58,53,Washington,33,King,22.0,53,33
59,53,Washington,77,Yakima,35.0,53,77
60,55,Wisconsin,79,Milwaukee,10.0,55,79
61,4,Arizona,13,Maricopa,56.0,4,13
62,4,Arizona,19,Pima,30.0,4,19
75,8,Colorado,13,Boulder,28.0,8,13
76,8,Colorado,41,El Paso,9.0,8,41
77,8,Colorado,41,El Paso,9.0,8,41
78,15,Hawaii,3,Honolulu,6.0,15,3
79,17,Illinois,167,Sangamon,26.0,17,167
80,18,Indiana,97,Marion,27.0,18,97
81,19,Iowa,153,Polk,14.0,19,153
82,20,Kansas,173,Sedgwick,16.0,20,173
83,22,Louisiana,71,Orleans,5.0,22,71
84,24,Maryland,1,Allegany,9.0,24,1
85,24,Maryland,31,Montgomery,24.0,24,31
86,26,Michigan,163,Wayne,17.0,26,163
87,27,Minnesota,53,Hennepin,16.0,27,53
88,29,Missouri,47,Clay,6.0,29,47
89,29,Missouri,95,Jackson,3.0,29,95
90,30,Montana,63,Missoula,14.0,30,63
91,32,Nevada,31,Washoe,52.0,32,31
92,32,Nevada,31,Washoe,8.0,32,31
93,34,New Jersey,7,Camden,7.0,34,7
94,35,New Mexico,45,San Juan,17.0,35,45
95,35,New Mexico,45,San Juan,14.0,35,45
96,36,New York,55,Monroe,18.0,36,55
97,36,New York,63,Niagara,6.0,36,63
98,36,New York,93,Schenectady,19.0,36,93
99,39,Ohio,49,Franklin,11.0,39,49
100,39,Ohio,95,Lucas,13.0,39,95
101,40,Oklahoma,27,Cleveland,7.0,40,27
102,40,Oklahoma,143,Tulsa,13.0,40,143
103,40,Oklahoma,143,Tulsa,16.0,40,143
107,47,Tennessee,157,Shelby,74.0,47,157
110,49,Utah,11,Davis,22.0,49,11
111,49,Utah,35,Salt Lake,19.0,49,35
112,51,Virginia,59,Fairfax,15.0,51,59
113,51,Virginia,510,Alexandria City,13.0,51,510
114,51,Virginia,700,Newport News City,8.0,51,700
115,53,Washington,33,King,44.0,53,33
116,53,Washington,61,Snohomish,76.0,53,61
117,53,Washington,63,Spokane,32.0,53,63
118,54,West Virginia,25,Greenbrier,2.0,54,25
119,55,Wisconsin,79,Milwaukee,22.0,55,79
120,72,Puerto Rico,127,San Juan,35.0,72,127
121,72,Puerto Rico,127,San Juan,18.0,72,127
122,1,Alabama,73,Jefferson,23.0,1,73
123,4,Arizona,13,Maricopa,66.0,4,13
124,4,Arizona,13,Maricopa,14.0,4,13
125,4,Arizona,13,Maricopa,60.0,4,13
126,4,Arizona,19,Pima,20.0,4,19
127,4,Arizona,19,Pima,36.0,4,19
139,8,Colorado,41,El Paso,25.0,8,41
140,8,Colorado,41,El Paso,7.0,8,41
141,8,Colorado,41,El Paso,10.0,8,41
142,8,Colorado,41,El Paso,8.0,8,41
143,11,District Of Columbia,1,District of Columbia,22.0,11,1
144,12,Florida,11,Broward,17.0,12,11
145,12,Florida,11,Broward,24.0,12,11
146,12,Florida,11,Broward,15.0,12,11
147,12,Florida,57,Hillsborough,13.0,12,57
148,13,Georgia,89,DeKalb,8.0,13,89
149,17,Illinois,167,Sangamon,16.0,17,167
150,18,Indiana,141,St. Joseph,9.0,18,141
151,18,Indiana,163,Vanderburgh,15.0,18,163
152,25,Massachusetts,25,Suffolk,23.0,25,25
153,26,Michigan,99,Macomb,31.0,26,99
154,27,Minnesota,123,Ramsey,20.0,27,123
155,31,Nebraska,55,Douglas,28.0,31,55
156,32,Nevada,3,Clark,13.0,32,3
157,34,New Jersey,1,Atlantic,26.0,34,1
158,34,New Jersey,3,Bergen,11.0,34,3
159,35,New Mexico,1,Bernalillo,13.0,35,1
160,36,New York,59,Nassau,7.0,36,59
161,36,New York,63,Niagara,9.0,36,63
162,37,North Carolina,119,Mecklenburg,11.0,37,119
170,49,Utah,35,Salt Lake,31.0,49,35
171,49,Utah,49,Utah,42.0,49,49
172,49,Utah,49,Utah,15.0,49,49
173,53,Washington,77,Yakima,58.0,53,77
174,53,Washington,77,Yakima,57.0,53,77
175,55,Wisconsin,79,Milwaukee,14.0,55,79
176,55,Wisconsin,79,Milwaukee,9.0,55,79
177,55,Wisconsin,101,Racine,35.0,55,101
178,72,Puerto Rico,127,San Juan,28.0,72,127
179,80,Country Of Mexico,6,CHIHUAHUA STATE,45.0,80,6
180,4,Arizona,13,Maricopa,8.0,4,13
181,4,Arizona,13,Maricopa,18.0,4,13
182,4,Arizona,19,Pima,16.0,4,19
183,4,Arizona,19,Pima,30.0,4,19
184,4,Arizona,19,Pima,5.0,4,19
194,8,Colorado,5,Arapahoe,15.0,8,5
195,8,Colorado,31,Denver,28.0,8,31
196,8,Colorado,69,Larimer,5.0,8,69
197,8,Colorado,69,Larimer,6.0,8,69
198,9,Connecticut,1,Fairfield,24.0,9,1
199,12,Florida,11,Broward,5.0,12,11
200,12,Florida,31,Duval,13.0,12,31
201,12,Florida,31,Duval,16.0,12,31
202,12,Florida,86,Miami-Dade,43.0,12,86
203,15,Hawaii,3,Honolulu,5.0,15,3
204,15,Hawaii,3,Honolulu,7.0,15,3
205,17,Illinois,167,Sangamon,14.0,17,167
206,19,Iowa,153,Polk,18.0,19,153
207,21,Kentucky,111,Jefferson,15.0,21,111
208,21,Kentucky,145,McCracken,8.0,21,145
209,24,Maryland,33,Prince George's,3.0,24,33
210,25,Massachusetts,13,Hampden,19.0,25,13
211,26,Michigan,77,Kalamazoo,6.0,26,77
212,26,Michigan,77,Kalamazoo,6.0,26,77
213,27,Minnesota,53,Hennepin,32.0,27,53
214,32,Nevada,31,Washoe,13.0,32,31
215,34,New Jersey,17,Hudson,32.0,34,17
216,34,New Jersey,23,Middlesex,20.0,34,23
217,34,New Jersey,39,Union,16.0,34,39
218,36,New York,47,Kings,48.0,36,47
219,37,North Carolina,67,Forsyth,18.0,37,67
220,37,North Carolina,67,Forsyth,23.0,37,67
221,39,Ohio,35,Cuyahoga,36.0,39,35
222,39,Ohio,35,Cuyahoga,31.0,39,35
223,39,Ohio,35,Cuyahoga,11.0,39,35
224,39,Ohio,99,Mahoning,2.0,39,99
225,41,Oregon,29,Jackson,51.0,41,29
226,41,Oregon,39,Lane,32.0,41,39
229,47,Tennessee,93,Knox,27.0,47,93
230,47,Tennessee,157,Shelby,7.0,47,157
237,49,Utah,35,Salt Lake,20.0,49,35
238,49,Utah,49,Utah,23.0,49,49
239,51,Virginia,13,Arlington,16.0,51,13
240,51,Virginia,710,Norfolk City,6.0,51,710
241,54,West Virginia,39,Kanawha,8.0,54,39
242,1,Alabama,73,Jefferson,5.0,1,73
243,4,Arizona,19,Pima,13.0,4,19
244,4,Arizona,19,Pima,11.0,4,19
245,4,Arizona,19,Pima,5.0,4,19
264,8,Colorado,13,Boulder,11.0,8,13
265,8,Colorado,41,El Paso,31.0,8,41
266,8,Colorado,41,El Paso,23.0,8,41
267,8,Colorado,41,El Paso,9.0,8,41
268,8,Colorado,77,Mesa,20.0,8,77
269,9,Connecticut,1,Fairfield,24.0,9,1
270,12,Florida,11,Broward,8.0,12,11
271,12,Florida,31,Duval,11.0,12,31
272,12,Florida,31,Duval,18.0,12,31
273,12,Florida,57,Hillsborough,15.0,12,57
274,12,Florida,57,Hillsborough,17.0,12,57
275,12,Florida,95,Orange,9.0,12,95
276,12,Florida,99,Palm Beach,18.0,12,99
277,12,Florida,103,Pinellas,7.0,12,103
278,12,Florida,115,Sarasota,7.0,12,115
279,15,Hawaii,3,Honolulu,7.0,15,3
280,17,Illinois,31,Cook,9.0,17,31
281,18,Indiana,141,St. Joseph,17.0,18,141
282,20,Kansas,173,Sedgwick,9.0,20,173
283,24,Maryland,5,Baltimore,15.0,24,5
284,26,Michigan,163,Wayne,7.0,26,163
285,29,Missouri,510,St. Louis City,6.0,29,510
286,30,Montana,63,Missoula,19.0,30,63
287,31,Nebraska,55,Douglas,8.0,31,55
288,31,Nebraska,109,Lancaster,23.0,31,109
289,34,New Jersey,5,Burlington,45.0,34,5
290,34,New Jersey,7,Camden,18.0,34,7
291,34,New Jersey,27,Morris,17.0,34,27
292,35,New Mexico,1,Bernalillo,54.0,35,1
293,35,New Mexico,1,Bernalillo,10.0,35,1
294,35,New Mexico,1,Bernalillo,16.0,35,1
295,36,New York,61,New York,39.0,36,61
296,36,New York,63,Niagara,6.0,36,63
297,37,North Carolina,67,Forsyth,8.0,37,67
298,39,Ohio,35,Cuyahoga,17.0,39,35
299,39,Ohio,35,Cuyahoga,14.0,39,35
300,39,Ohio,35,Cuyahoga,14.0,39,35
301,39,Ohio,35,Cuyahoga,13.0,39,35
302,39,Ohio,153,Summit,18.0,39,153
303,41,Oregon,39,Lane,9.0,41,39
308,47,Tennessee,93,Knox,39.0,47,93
314,49,Utah,35,Salt Lake,9.0,49,35
315,49,Utah,49,Utah,38.0,49,49
316,49,Utah,49,Utah,16.0,49,49
317,51,Virginia,59,Fairfax,47.0,51,59
318,51,Virginia,59,Fairfax,9.0,51,59
319,54,West Virginia,9,Brooke,6.0,54,9
320,54,West Virginia,29,Hancock,5.0,54,29
321,4,Arizona,13,Maricopa,33.0,4,13
337,8,Colorado,31,Denver,19.0,8,31
338,8,Colorado,41,El Paso,36.0,8,41
339,8,Colorado,41,El Paso,24.0,8,41
340,8,Colorado,41,El Paso,5.0,8,41
341,8,Colorado,41,El Paso,20.0,8,41
342,9,Connecticut,1,Fairfield,10.0,9,1
343,11,District Of Columbia,1,District of Columbia,7.0,11,1
344,12,Florida,11,Broward,15.0,12,11
345,12,Florida,11,Broward,8.0,12,11
346,12,Florida,31,Duval,6.0,12,31
347,12,Florida,86,Miami-Dade,7.0,12,86
348,12,Florida,103,Pinellas,15.0,12,103
349,13,Georgia,121,Fulton,25.0,13,121
350,15,Hawaii,3,Honolulu,6.0,15,3
351,17,Illinois,31,Cook,19.0,17,31
352,17,Illinois,143,Peoria,40.0,17,143
353,18,Indiana,3,Allen,19.0,18,3
354,18,Indiana,3,Allen,9.0,18,3
355,18,Indiana,141,St. Joseph,20.0,18,141
356,18,Indiana,167,Vigo,14.0,18,167
357,20,Kansas,181,Sherman,0.0,20,181
358,21,Kentucky,111,Jefferson,7.0,21,111
359,21,Kentucky,145,McCracken,6.0,21,145
360,27,Minnesota,53,Hennepin,13.0,27,53
361,27,Minnesota,145,Stearns,22.0,27,145
362,29,Missouri,189,Saint Louis,8.0,29,189
363,29,Missouri,213,Taney,9.0,29,213
364,31,Nebraska,55,Douglas,50.0,31,55
365,32,Nevada,5,Douglas,8.0,32,5
366,32,Nevada,31,Washoe,13.0,32,31
367,34,New Jersey,3,Bergen,11.0,34,3
368,34,New Jersey,7,Camden,8.0,34,7
369,34,New Jersey,17,Hudson,30.0,34,17
370,35,New Mexico,13,Dona Ana,11.0,35,13
371,35,New Mexico,43,Sandoval,6.0,35,43
372,37,North Carolina,37,Chatham,5.0,37,37
373,37,North Carolina,51,Cumberland,10.0,37,51
374,37,North Carolina,67,Forsyth,6.0,37,67
375,37,North Carolina,67,Forsyth,6.0,37,67
376,37,North Carolina,119,Mecklenburg,30.0,37,119
377,39,Ohio,61,Hamilton,9.0,39,61
378,39,Ohio,151,Stark,13.0,39,151
379,40,Oklahoma,31,Comanche,13.0,40,31
384,47,Tennessee,37,Davidson,18.0,47,37
388,50,Vermont,7,Chittenden,3.0,50,7
389,51,Virginia,59,Fairfax,6.0,51,59
390,51,Virginia,700,Newport News City,11.0,51,700
391,53,Washington,33,King,45.0,53,33
392,53,Washington,33,King,35.0,53,33
393,53,Washington,67,Thurston,32.0,53,67
394,55,Wisconsin,79,Milwaukee,2.0,55,79
395,55,Wisconsin,79,Milwaukee,7.0,55,79
396,80,Country Of Mexico,6,CHIHUAHUA STATE,13.0,80,6
397,1,Alabama,101,Montgomery,0.0,1,101
398,4,Arizona,13,Maricopa,30.0,4,13
414,8,Colorado,69,Larimer,16.0,8,69
415,11,District Of Columbia,1,District of Columbia,22.0,11,1
416,11,District Of Columbia,1,District of Columbia,13.0,11,1
417,12,Florida,11,Broward,15.0,12,11
418,12,Florida,31,Duval,10.0,12,31
419,12,Florida,103,Pinellas,20.0,12,103
420,12,Florida,115,Sarasota,36.0,12,115
421,15,Hawaii,3,Honolulu,11.0,15,3
422,17,Illinois,31,Cook,10.0,17,31
423,17,Illinois,31,Cook,11.0,17,31
424,17,Illinois,119,Madison,17.0,17,119
425,17,Illinois,119,Madison,14.0,17,119
426,17,Illinois,197,Will,1.0,17,197
427,21,Kentucky,111,Jefferson,16.0,21,111
428,21,Kentucky,117,Kenton,17.0,21,117
429,22,Louisiana,33,East Baton Rouge,32.0,22,33
430,22,Louisiana,33,East Baton Rouge,49.0,22,33
431,29,Missouri,95,Jackson,2.0,29,95
432,32,Nevada,3,Clark,15.0,32,3
433,32,Nevada,31,Washoe,32.0,32,31
434,34,New Jersey,23,Middlesex,25.0,34,23
435,34,New Jersey,39,Union,49.0,34,39
436,35,New Mexico,1,Bernalillo,6.0,35,1
437,36,New York,59,Nassau,23.0,36,59
438,37,North Carolina,67,Forsyth,19.0,37,67
439,37,North Carolina,71,Gaston,19.0,37,71
440,37,North Carolina,183,Wake,32.0,37,183
441,39,Ohio,49,Franklin,13.0,39,49
442,39,Ohio,85,Lake,20.0,39,85
443,39,Ohio,151,Stark,10.0,39,151
453,49,Utah,35,Salt Lake,13.0,49,35
454,49,Utah,49,Utah,40.0,49,49
455,50,Vermont,7,Chittenden,49.0,50,7
456,51,Virginia,59,Fairfax,8.0,51,59
457,51,Virginia,760,Richmond City,8.0,51,760
458,53,Washington,33,King,25.0,53,33
459,53,Washington,33,King,13.0,53,33
460,53,Washington,61,Snohomish,40.0,53,61
461,53,Washington,63,Spokane,19.0,53,63
462,54,West Virginia,69,Ohio,16.0,54,69
463,55,Wisconsin,79,Milwaukee,3.0,55,79
464,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,14.0,80,2
465,2,Alaska,90,Fairbanks North Star ,23.0,2,90
466,4,Arizona,13,Maricopa,22.0,4,13
467,4,Arizona,13,Maricopa,11.0,4,13
483,8,Colorado,31,Denver,25.0,8,31
484,8,Colorado,123,Weld,28.0,8,123
485,8,Colorado,123,Weld,16.0,8,123
486,8,Colorado,123,Weld,13.0,8,123
487,12,Florida,115,Sarasota,15.0,12,115
488,15,Hawaii,3,Honolulu,2.0,15,3
489,15,Hawaii,3,Honolulu,13.0,15,3
490,19,Iowa,113,Linn,9.0,19,113
491,21,Kentucky,13,Bell,11.0,21,13
492,21,Kentucky,111,Jefferson,10.0,21,111
493,25,Massachusetts,13,Hampden,11.0,25,13
494,26,Michigan,125,Oakland,11.0,26,125
495,29,Missouri,189,Saint Louis,11.0,29,189
496,29,Missouri,189,Saint Louis,6.0,29,189
497,29,Missouri,189,Saint Louis,10.0,29,189
498,29,Missouri,189,Saint Louis,6.0,29,189
499,32,Nevada,3,Clark,6.0,32,3
500,32,Nevada,3,Clark,19.0,32,3
501,34,New Jersey,13,Essex,11.0,34,13
502,34,New Jersey,13,Essex,13.0,34,13
503,35,New Mexico,1,Bernalillo,6.0,35,1
504,36,New York,55,Monroe,9.0,36,55
505,37,North Carolina,67,Forsyth,9.0,37,67
506,37,North Carolina,119,Mecklenburg,10.0,37,119
507,37,North Carolina,119,Mecklenburg,36.0,37,119
508,39,Ohio,35,Cuyahoga,8.0,39,35
509,39,Ohio,113,Montgomery,6.0,39,113
510,39,Ohio,151,Stark,7.0,39,151
511,40,Oklahoma,31,Comanche,8.0,40,31
512,40,Oklahoma,109,Oklahoma,30.0,40,109
513,41,Oregon,29,Jackson,24.0,41,29
514,41,Oregon,51,Multnomah,23.0,41,51
521,47,Tennessee,37,Davidson,24.0,47,37
522,47,Tennessee,37,Davidson,28.0,47,37
523,47,Tennessee,157,Shelby,9.0,47,157
524,47,Tennessee,157,Shelby,9.0,47,157
527,49,Utah,35,Salt Lake,15.0,49,35
528,50,Vermont,21,Rutland,15.0,50,21
529,51,Virginia,510,Alexandria City,6.0,51,510
530,51,Virginia,760,Richmond City,0.0,51,760
531,53,Washington,11,Clark,15.0,53,11
532,53,Washington,11,Clark,15.0,53,11
533,53,Washington,63,Spokane,13.0,53,63
534,55,Wisconsin,79,Milwaukee,5.0,55,79
535,55,Wisconsin,79,Milwaukee,13.0,55,79
536,55,Wisconsin,79,Milwaukee,10.0,55,79
537,72,Puerto Rico,127,San Juan,18.0,72,127
538,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,36.0,80,2
539,2,Alaska,20,Anchorage ,39.0,2,20
540,4,Arizona,13,Maricopa,7.0,4,13
541,4,Arizona,13,Maricopa,31.0,4,13
549,8,Colorado,13,Boulder,7.0,8,13
550,8,Colorado,31,Denver,30.0,8,31
551,8,Colorado,41,El Paso,11.0,8,41
552,12,Florida,57,Hillsborough,20.0,12,57
553,12,Florida,57,Hillsborough,11.0,12,57
554,12,Florida,95,Orange,17.0,12,95
555,12,Florida,99,Palm Beach,17.0,12,99
556,17,Illinois,31,Cook,10.0,17,31
557,17,Illinois,197,Will,2.0,17,197
558,18,Indiana,97,Marion,19.0,18,97
559,19,Iowa,153,Polk,11.0,19,153
560,24,Maryland,510,Baltimore (City),18.0,24,510
561,25,Massachusetts,13,Hampden,7.0,25,13
562,25,Massachusetts,25,Suffolk,24.0,25,25
563,25,Massachusetts,27,Worcester,24.0,25,27
564,27,Minnesota,123,Ramsey,10.0,27,123
565,29,Missouri,77,Greene,11.0,29,77
566,29,Missouri,95,Jackson,8.0,29,95
567,29,Missouri,510,St. Louis City,15.0,29,510
